YEAR,LocationAbbr,LocationDesc,TopicType,TopicDesc,MeasureDesc,DataSource,Response,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Data_Value_Std_Err,Low_Confidence_Limit,High_Confidence_Limit,Sample_Size,Gender,Race,Age,Education,GeoLocation,TopicTypeId,TopicId,MeasureId,StratificationID1,StratificationID2,StratificationID3,StratificationID4,SubMeasureID,DisplayOrder
2015,MA,Massachusetts,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,63.1,,,1.6,59.9,66.3,1779,Male,All Races,All Ages,All Grades,"(42.27687047000046, -72.08269067499964)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2015,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,53.7,,,3.6,46.7,60.7,310,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2011,VT,Vermont,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,64.3,,,1.6,61.2,67.4,1959,Female,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2012,WI,Wisconsin,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,21.3,,,1.3,18.7,23.9,2178,Male,All Races,All Ages,All Grades,"(44.39319117400049, -89.81637074199966)",BEH,100BEH,165SSA,2GEN,8AGE,6RAC,6EDU,BRF27,27
2016,OR,Oregon,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Current,%,Percentage,5.8,,,0.6,4.5,7.1,2287,Male,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,107BEH,176EUS,2GEN,8AGE,6RAC,6EDU,BRF63,63
2013,ID,Idaho,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,0.5,,,0.2,0.2,0.8,3176,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2015,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,71.2,,,3,65.3,77.1,437,Male,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,95.8,,,0.5,94.8,96.8,4845,Male,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2019,DC,District of Columbia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,49.2,,,5.7,38.1,60.3,137,Male,All Races,All Ages,All Grades,"(38.89037138500049, -77.03196112699965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,FL,Florida,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,59.1,,,3.1,53,65.2,453,Female,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",BEH,101BEH,167QUA,3GEN,8AGE,6RAC,6EDU,BRF10,10
2016,ID,Idaho,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Current Use,BRFSS,,%,Percentage,6,,,1.2,3.6,8.4,693,Female,All Races,18 to 44 Years,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,107BEH,174ECU,3GEN,5AGE,6RAC,6EDU,BRF55,55
2016,FL,Florida,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1.3,,,0.2,0.9,1.7,20388,Female,All Races,All Ages,All Grades,"(28.932040377000476, -81.92896053899966)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2015,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,48,,,2,44.1,51.9,1451,Female,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2016,RI,Rhode Island,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,64.5,,,4,56.8,72.2,335,Male,All Races,All Ages,All Grades,"(41.70828019300046, -71.52247031399963)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2013,VA,Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,17.7,,,1.3,15.2,20.2,1331,Female,All Races,18 to 44 Years,All Grades,"(37.54268067400045, -78.45789046299967)",BEH,100BEH,110CSA,3GEN,5AGE,6RAC,6EDU,BRF45,45
2019,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,67.6,,,1.5,64.7,70.5,1677,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2019,ME,Maine,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,15.4,,,0.8,13.9,16.9,6396,Female,All Races,All Ages,All Grades,"(45.254228894000505, -68.98503133599962)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2014,CA,California,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,44.6,,,5.8,33.2,56,108,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2018,IL,Illinois,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(40.48501028300046, -88.99771017799969)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2019,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.6,,,0.4,0.8,2.4,814,Female,All Races,18 to 44 Years,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2013,SD,South Dakota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.2,,,3.1,26.1,38.3,525,Male,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2013,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,25.8,,,1,23.8,27.8,3230,Male,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2017,OR,Oregon,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,59.3,,,4.7,50,68.6,139,Male,All Races,All Ages,All Grades,"(44.56744942400047, -120.15503132599969)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2012,MN,Minnesota,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,24.8,,,0.7,23.5,26.1,6822,Female,All Races,All Ages,All Grades,"(46.35564873600049, -94.79420050299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2015,DE,Delaware,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,27.8,,,3.7,20.5,35.1,309,Female,All Races,All Ages,All Grades,"(39.008830667000495, -75.57774116799965)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2019,NE,Nebraska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.6,,,0.6,12.5,14.7,8385,Female,All Races,All Ages,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2011,WV,West Virginia,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,15.5,,,1.7,12.2,18.8,718,Female,All Races,All Ages,All Grades,"(38.66551020200046, -80.71264013499967)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2013,CT,Connecticut,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,65,,,1.7,61.7,68.3,1920,Female,All Races,All Ages,All Grades,"(41.56266102000046, -72.64984095199964)",BEH,101BEH,169QUP,3GEN,8AGE,6RAC,6EDU,BRF07,7
2018,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,31.2,,,3.4,24.5,37.9,299,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2017,WY,Wyoming,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,60.6,,,2,56.7,64.5,979,Male,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2018,LA,Louisiana,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.1,,,0.2,98.7,99.5,2726,Female,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2016,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,69.9,,,3.1,63.8,76,451,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.7,,,0.2,0.4,1,6926,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2018,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Never,%,Percentage,60.8,,,1,58.8,62.8,4180,Female,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF29,29
2012,WY,Wyoming,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,49,,,4.3,40.5,57.5,334,Male,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2011,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,15,,,1,13.1,16.9,3636,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2013,MD,Maryland,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,20.1,,,7.3,5.7,34.5,93,Female,All Races,All Ages,All Grades,"(39.29058096400047, -76.60926011099963)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2015,WA,Washington,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,5.9,,,0.4,5.1,6.7,6812,Male,All Races,All Ages,All Grades,"(47.52227862900048, -120.47001078999972)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2015,MS,Mississippi,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,87.1,,,1.1,85,89.2,2063,Male,All Races,All Ages,All Grades,"(32.745510099000455, -89.53803082499968)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF81,81
2015,CA,California,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,2.9,,,0.3,2.3,3.5,5449,Male,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2016,AK,Alaska,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,61,,,5.4,50.4,71.6,247,Female,All Races,All Ages,All Grades,"(64.84507995700051, -147.72205903599973)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF25,25
2016,LA,Louisiana,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Current Use,BRFSS,,%,Percentage,7.4,,,1,5.4,9.4,1892,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,107BEH,174ECU,2GEN,8AGE,6RAC,6EDU,BRF51,51
2016,IN,Indiana,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,23.6,,,0.9,21.8,25.4,4409,Male,All Races,All Ages,All Grades,"(39.766910452000445, -86.14996019399968)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2019,TN,Tennessee,Tobacco Use – Survey Data,Cessation (Adults),Quit Attempt in Past Year Among Every Day Cigarette Smokers,BRFSS,,%,Percentage,49.9,,,3.8,42.5,57.3,368,Male,All Races,All Ages,All Grades,"(35.68094058000048, -85.77449091399967)",BEH,101BEH,167QUA,2GEN,8AGE,6RAC,6EDU,BRF09,9
2018,GA,Georgia,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,7.4,,,0.5,6.4,8.4,3879,Male,All Races,All Ages,All Grades,"(32.83968109300048, -83.62758034599966)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2013,NM,New Mexico,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,51.5,,,3.9,43.8,59.2,293,Male,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2013,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2016,ND,North Dakota,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,29.8,,,7.1,15.9,43.7,59,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,107BEH,175EFU,2GEN,8AGE,6RAC,6EDU,BRF61,61
2016,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,13.1,,,0.9,11.4,14.8,4157,Female,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2012,MT,Montana,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,59.7,,,1.4,56.9,62.5,2001,Male,All Races,All Ages,All Grades,"(47.06652897200047, -109.42442064499971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2011,IA,Iowa,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,47,,,4.1,38.9,55.1,200,Male,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF79,79
2018,MI,Michigan,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,28.5,,,1.9,24.7,32.3,878,Male,All Races,All Ages,All Grades,"(44.6613195430005, -84.71439026999968)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
2019,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,67.4,,,4.1,59.4,75.4,370,Male,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,ND,North Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,59,,,4.1,50.9,67.1,341,Male,All Races,All Ages,All Grades,"(47.47531977900047, -100.11842104899966)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2016,OK,Oklahoma,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,0.9,,,0.2,0.5,1.3,3997,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2011,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,8.4,,,0.6,7.3,9.5,5774,Male,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,150BEH,179SUS,2GEN,8AGE,6RAC,6EDU,BRF80,80
2013,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,7.4,,,0.6,6.2,8.6,3402,Male,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2013,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,12.4,,,1,10.4,14.4,1953,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2019,AL,Alabama,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,70.3,,,2.6,65.3,75.3,533,Male,All Races,All Ages,All Grades,"(32.84057112200048, -86.63186076199969)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2014,NE,Nebraska,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.4,,,0.3,0.8,2,3196,Female,All Races,18 to 44 Years,All Grades,"(41.6410409880005, -99.36572062299967)",BEH,150BEH,177SCU,3GEN,5AGE,6RAC,6EDU,BRF72,72
2019,LA,Louisiana,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,53.3,,,2.1,49.3,57.3,1004,Male,All Races,All Ages,All Grades,"(31.31266064400046, -92.44568007099969)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2018,SD,South Dakota,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,43.7,,,14.8,14.7,72.7,57,Female,All Races,All Ages,All Grades,"(44.353130053000484, -100.3735306369997)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF78,78
2016,KS,Kansas,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,26.3,,,1.8,22.8,29.8,892,Female,All Races,All Ages,All Grades,"(38.34774030000045, -98.20078122699965)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2014,IA,Iowa,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,28.6,,,2.6,23.5,33.7,614,Female,All Races,All Ages,All Grades,"(42.46940091300047, -93.81649055599968)",BEH,100BEH,166SSP,3GEN,8AGE,6RAC,6EDU,BRF26,26
2018,CO,Colorado,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Not Current,%,Percentage,99.7,,,0.1,99.5,99.9,4231,Female,All Races,All Ages,All Grades,"(38.843840757000464, -106.13361092099967)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF81,81
2014,ID,Idaho,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),User Status,BRFSS,Current,%,Percentage,1,,,0.3,0.4,1.6,3082,Female,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,150BEH,179SUS,3GEN,8AGE,6RAC,6EDU,BRF80,80
2012,NM,New Mexico,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,,*,Data in these cells have been suppressed because of a small sample size,,,,,Female,All Races,All Ages,All Grades,"(34.52088095200048, -106.24058098499967)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2016,WY,Wyoming,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,71,,,7.3,56.6,85.4,76,Female,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,107BEH,175EFU,3GEN,8AGE,6RAC,6EDU,BRF62,62
2019,VT,Vermont,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,16.5,,,1.1,14.4,18.6,2757,Male,All Races,All Ages,All Grades,"(43.62538123900049, -72.51764079099962)",BEH,100BEH,110CSA,2GEN,8AGE,6RAC,6EDU,BRF21,21
2017,KY,Kentucky,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Former,%,Percentage,22.6,,,1,20.6,24.6,4835,Female,All Races,All Ages,All Grades,"(37.645970271000465, -84.77497104799966)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF28,28
2013,AR,Arkansas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Every Day,%,Percentage,70.5,,,4.1,62.5,78.5,210,Male,All Races,All Ages,All Grades,"(34.74865012400045, -92.27449074299966)",BEH,150BEH,178SFU,2GEN,8AGE,6RAC,6EDU,BRF78,78
2015,TX,Texas,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,1.4,,,0.2,0.9,1.9,8406,Female,All Races,All Ages,All Grades,"(31.827240407000488, -99.42677020599967)",BEH,150BEH,177SCU,3GEN,8AGE,6RAC,6EDU,BRF68,68
2017,WV,West Virginia,Tobacco Use – Survey Data,E-Cigarette Use (Adults),Current Use,BRFSS,,%,Percentage,7,,,1.1,4.8,9.2,698,Female,All Races,18 to 44 Years,All Grades,"(38.66551020200046, -80.71264013499967)",BEH,107BEH,174ECU,3GEN,5AGE,6RAC,6EDU,BRF55,55
2015,HI,Hawaii,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,10.8,,,0.7,9.3,12.3,3637,Female,All Races,All Ages,All Grades,"(21.304850435000446, -157.85774940299973)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2015,UT,Utah,Tobacco Use – Survey Data,Cessation (Adults),Percent of Former Smokers Among Ever Smokers,BRFSS,,%,Percentage,63.7,,,1.6,60.6,66.8,1604,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,101BEH,169QUP,2GEN,8AGE,6RAC,6EDU,BRF06,6
2012,NH,New Hampshire,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,78.1,,,2.6,73,83.2,473,Male,All Races,All Ages,All Grades,"(43.65595011300047, -71.50036091999965)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2015,NC,North Carolina,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Frequency of Use,BRFSS,Some Days,%,Percentage,71.9,,,6.9,58.3,85.5,53,Female,All Races,All Ages,All Grades,"(35.466220975000454, -79.15925046299964)",BEH,150BEH,178SFU,3GEN,8AGE,6RAC,6EDU,BRF79,79
2016,UT,Utah,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,62.9,,,3.2,56.6,69.2,440,Male,All Races,All Ages,All Grades,"(39.360700171000474, -111.58713063499971)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2017,OK,Oklahoma,Tobacco Use – Survey Data,Cigarette Use (Adults),Current Smoking,BRFSS,,%,Percentage,19.2,,,0.9,17.4,21,3774,Female,All Races,All Ages,All Grades,"(35.47203135600046, -97.52107021399968)",BEH,100BEH,110CSA,3GEN,8AGE,6RAC,6EDU,BRF21,21
2011,WY,Wyoming,Tobacco Use – Survey Data,Smokeless Tobacco Use (Adults),Current Use,BRFSS,,%,Percentage,17.9,,,1,16,19.8,2843,Male,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,150BEH,177SCU,2GEN,8AGE,6RAC,6EDU,BRF68,68
2018,ID,Idaho,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Every Day,%,Percentage,63.1,,,4.1,55,71.2,245,Male,All Races,All Ages,All Grades,"(43.682630005000476, -114.3637300419997)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF25,25
2018,WY,Wyoming,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Status,BRFSS,Current,%,Percentage,17.6,,,1.1,15.4,19.8,2419,Female,All Races,All Ages,All Grades,"(43.23554134300048, -108.10983035299967)",BEH,100BEH,165SSA,3GEN,8AGE,6RAC,6EDU,BRF27,27
2017,CA,California,Tobacco Use – Survey Data,E-Cigarette Use (Adults),User Status,BRFSS,Never,%,Percentage,86.4,,,0.7,85,87.8,4411,Female,All Races,All Ages,All Grades,"(37.63864012300047, -120.99999953799971)",BEH,107BEH,176EUS,3GEN,8AGE,6RAC,6EDU,BRF65,65
2013,NJ,New Jersey,Tobacco Use – Survey Data,Cigarette Use (Adults),Smoking Frequency,BRFSS,Some Days,%,Percentage,32.3,,,2.2,27.9,36.7,895,Male,All Races,All Ages,All Grades,"(40.13057004800049, -74.27369128799967)",BEH,100BEH,166SSP,2GEN,8AGE,6RAC,6EDU,BRF26,26
